TransNo,Tr_Type,Payment_Receipt,EntryDate,Vs_Dt,SrNo,AccCode,Amount,DRCR,PartyCode,RecoDt,ShareEntered,EntryNo
BB2201-000345       ,5,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1856,1640.00,DR,000283,NULL,NULL,BB2201-000345       
BB2201-000345       ,5,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,1640.00,CR,000116,NULL,NULL,BB2201-000345       
BB2201-000346       ,5,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1477,69800.00,DR,000008,NULL,NULL,BB2201-000346       
BB2201-000346       ,5,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1724,69800.00,CR,000239,NULL,NULL,BB2201-000346       
JV2201-000143       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1738,200000.00,DR,000253,NULL,NULL,NULL
JV2201-000143       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1871,15600.00,DR,000297,NULL,NULL,NULL
JV2201-000143       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,4,1738,200000.00,CR,000253,NULL,NULL,NULL
JV2201-000143       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,5,1619,15600.00,CR,000134,NULL,NULL,NULL
JV2201-000144       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,51500.00,DR,000116,NULL,NULL,NULL
JV2201-000144       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1605,48500.00,DR,000120,NULL,NULL,NULL
JV2201-000144       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1606,100000.00,CR,000121,NULL,NULL,NULL
JV2201-000145       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,59500.00,DR,000116,NULL,NULL,NULL
JV2201-000145       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1605,40500.00,DR,000120,NULL,NULL,NULL
JV2201-000145       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1606,100000.00,CR,000121,NULL,NULL,NULL
JV2201-000146       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,70500.00,DR,000116,NULL,NULL,NULL
JV2201-000146       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1605,29500.00,DR,000120,NULL,NULL,NULL
JV2201-000146       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1606,100000.00,CR,000121,NULL,NULL,NULL
JV2201-000147       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,51500.00,DR,000116,NULL,NULL,NULL
JV2201-000147       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1605,48500.00,DR,000120,NULL,NULL,NULL
JV2201-000147       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1606,100000.00,CR,000121,NULL,NULL,NULL
JV2201-000148       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1606,400000.00,DR,000121,NULL,NULL,NULL
JV2201-000148       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1512,241837.00,CR,000043,NULL,NULL,NULL
JV2201-000148       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1636,149849.00,CR,000151,NULL,NULL,NULL
JV2201-000148       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,4,1657,2690.00,CR,000172,NULL,NULL,NULL
JV2201-000148       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,5,1653,3000.00,CR,000168,NULL,NULL,NULL
JV2201-000148       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,6,1656,1124.00,CR,000171,NULL,NULL,NULL
JV2201-000148       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,7,1674,500.00,CR,000189,NULL,NULL,NULL
JV2201-000148       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,8,1681,500.00,CR,000196,NULL,NULL,NULL
JV2201-000148       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,9,1670,500.00,CR,000185,NULL,NULL,NULL
BB2201-000352       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,171247.00,CR,000019,NULL,NULL,BB2201-000352       
BB2201-000352       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,160247.00,DR,000116,NULL,NULL,BB2201-000352       
BB2201-000352       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1584,6000.00,DR,000099,NULL,NULL,BB2201-000352       
BB2201-000352       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1721,5000.00,DR,000236,NULL,NULL,BB2201-000352       
BB2201-000356       ,5,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1841,65000.00,DR,000268,NULL,NULL,BB2201-000356       
BB2201-000356       ,5,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1512,60000.00,CR,000043,NULL,NULL,BB2201-000356       
BB2201-000356       ,5,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1511,5000.00,CR,000042,NULL,NULL,BB2201-000356       
BB2201-000357       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,370749.00,CR,000019,NULL,NULL,BB2201-000357       
BB2201-000357       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,350749.00,DR,000116,NULL,NULL,BB2201-000357       
BB2201-000357       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1584,20000.00,DR,000099,NULL,NULL,BB2201-000357       
BB2201-000358       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1490,541983.00,CR,000021,NULL,NULL,BB2201-000358       
BB2201-000358       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1620,541983.00,DR,000135,NULL,NULL,BB2201-000358       
JV2201-000150       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,65000.00,DR,000116,NULL,NULL,NULL
JV2201-000150       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1606,65000.00,CR,000121,NULL,NULL,NULL
BB2201-000359       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,335283.00,CR,000019,NULL,NULL,BB2201-000359       
BB2201-000359       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,312083.00,DR,000116,NULL,NULL,BB2201-000359       
BB2201-000359       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1584,18000.00,DR,000099,NULL,NULL,BB2201-000359       
BB2201-000359       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1912,2700.00,DR,000337,NULL,NULL,BB2201-000359       
BB2201-000359       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,4,1721,2500.00,DR,000236,NULL,NULL,BB2201-000359       
CB2201-000081       ,3,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1839,20000.00,DR,000266,NULL,NULL,NULL
CB2201-000081       ,3,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1512,20000.00,CR,000043,NULL,NULL,NULL
BB2201-000330       ,5,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1485,250000.00,DR,000016,NULL,NULL,BB2201-000330       
BB2201-000330       ,5,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1512,250000.00,CR,000043,NULL,NULL,BB2201-000330       
BB2201-000331       ,5,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1485,300000.00,DR,000016,NULL,NULL,BB2201-000331       
BB2201-000331       ,5,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1512,300000.00,CR,000043,NULL,NULL,BB2201-000331       
BB2201-000347       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,15600.00,CR,000019,NULL,NULL,BB2201-000347       
BB2201-000347       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1619,15600.00,DR,000134,NULL,NULL,BB2201-000347       
BB2201-000348       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,186223.00,CR,000019,NULL,NULL,BB2201-000348       
BB2201-000348       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1584,100.00,DR,000099,NULL,NULL,BB2201-000348       
BB2201-000348       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1850,15.00,DR,000277,NULL,NULL,BB2201-000348       
BB2201-000348       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1912,15.00,DR,000337,NULL,NULL,BB2201-000348       
BB2201-000348       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,4,1606,186093.00,DR,000121,NULL,NULL,BB2201-000348       
BB2201-000353       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,359089.00,CR,000019,NULL,NULL,BB2201-000353       
BB2201-000353       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,344089.00,DR,000116,NULL,NULL,BB2201-000353       
BB2201-000353       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1584,10000.00,DR,000099,NULL,NULL,BB2201-000353       
BB2201-000353       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1721,5000.00,DR,000236,NULL,NULL,BB2201-000353       
BB2201-000354       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,258533.00,CR,000019,NULL,NULL,BB2201-000354       
BB2201-000354       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,233533.00,DR,000116,NULL,NULL,BB2201-000354       
BB2201-000354       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1584,20000.00,DR,000099,NULL,NULL,BB2201-000354       
BB2201-000354       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1721,5000.00,DR,000236,NULL,NULL,BB2201-000354       
BB2201-000355       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,367256.00,CR,000019,NULL,NULL,BB2201-000355       
BB2201-000355       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,344256.00,DR,000116,NULL,NULL,BB2201-000355       
BB2201-000355       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1584,18000.00,DR,000099,NULL,NULL,BB2201-000355       
BB2201-000355       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1721,5000.00,DR,000236,NULL,NULL,BB2201-000355       
JV2201-000149       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1512,550000.00,DR,000043,NULL,NULL,NULL
JV2201-000149       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1650,675.00,CR,000165,NULL,NULL,NULL
JV2201-000149       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1584,2300.00,CR,000099,NULL,NULL,NULL
JV2201-000149       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,4,1636,5042.00,CR,000151,NULL,NULL,NULL
JV2201-000149       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,5,1620,541983.00,CR,000135,NULL,NULL,NULL
JV2201-000153       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1512,750000.00,DR,000043,NULL,NULL,NULL
JV2201-000153       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1650,675.00,CR,000165,NULL,NULL,NULL
JV2201-000153       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1601,4120.00,CR,000116,NULL,NULL,NULL
JV2201-000153       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,4,1512,413000.00,CR,000043,NULL,NULL,NULL
JV2201-000153       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,5,1636,6562.00,CR,000151,NULL,NULL,NULL
JV2201-000153       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,6,1517,154400.00,CR,000048,NULL,NULL,NULL
JV2201-000153       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,7,1511,4000.00,CR,000042,NULL,NULL,NULL
JV2201-000153       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,8,1620,167243.00,CR,000135,NULL,NULL,NULL
BB2201-000362       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,314286.00,DR,000116,NULL,NULL,BB2201-000362       
BB2201-000362       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1584,20000.00,DR,000099,NULL,NULL,BB2201-000362       
BB2201-000362       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1511,1000.00,DR,000042,NULL,NULL,BB2201-000362       
BB2201-000365       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1490,119087.00,CR,000021,NULL,NULL,BB2201-000365       
BB2201-000365       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1620,119087.00,DR,000135,NULL,NULL,BB2201-000365       
JV2201-000161       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1517,99000.00,DR,000048,NULL,NULL,NULL
JV2201-000161       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1650,675.00,CR,000165,NULL,NULL,NULL
JV2201-000161       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1584,1500.00,CR,000099,NULL,NULL,NULL
JV2201-000161       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,4,1641,887.00,CR,000156,NULL,NULL,NULL
JV2201-000161       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,5,1620,95938.00,CR,000135,NULL,NULL,NULL
BB2201-000369       ,5,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1485,160000.00,DR,000016,NULL,NULL,BB2201-000369       
BB2201-000369       ,5,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1512,160000.00,CR,000043,NULL,NULL,BB2201-000369       
CB2201-000085       ,3,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1473,120.00,DR,000004,NULL,NULL,NULL
CB2201-000085       ,3,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000085       ,3,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000085       ,3,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
BB2201-000373       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,13346.00,CR,000019,NULL,NULL,BB2201-000373       
BB2201-000373       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,10669.00,DR,000116,NULL,NULL,BB2201-000373       
BB2201-000373       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1912,2677.00,DR,000337,NULL,NULL,BB2201-000373       
BB2201-000374       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,29052.00,CR,000019,NULL,NULL,BB2201-000374       
BB2201-000374       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,26052.00,DR,000116,NULL,NULL,BB2201-000374       
BB2201-000374       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1912,3000.00,DR,000337,NULL,NULL,BB2201-000374       
BB2201-000375       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,30657.00,CR,000019,NULL,NULL,BB2201-000375       
BB2201-000375       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,27657.00,DR,000116,NULL,NULL,BB2201-000375       
BB2201-000375       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1912,3000.00,DR,000337,NULL,NULL,BB2201-000375       
BB2201-000376       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,25476.00,CR,000019,NULL,NULL,BB2201-000376       
BB2201-000376       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,24126.00,DR,000116,NULL,NULL,BB2201-000376       
BB2201-000376       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1912,1350.00,DR,000337,NULL,NULL,BB2201-000376       
BB2201-000377       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,34767.00,CR,000019,NULL,NULL,BB2201-000377       
BB2201-000377       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,33267.00,DR,000116,NULL,NULL,BB2201-000377       
BB2201-000377       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1912,1500.00,DR,000337,NULL,NULL,BB2201-000377       
BB2201-000390       ,5,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,6648.00,DR,000019,NULL,NULL,BB2201-000390       
BB2201-000390       ,5,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1920,6648.00,CR,000345,NULL,NULL,BB2201-000390       
JV2201-000165       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,20000.00,DR,000116,NULL,NULL,NULL
JV2201-000165       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1606,20000.00,CR,000121,NULL,NULL,NULL
JV2201-000166       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1606,20000.00,DR,000121,NULL,NULL,NULL
JV2201-000166       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1512,10000.00,CR,000043,NULL,NULL,NULL
JV2201-000166       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1636,10000.00,CR,000151,NULL,NULL,NULL
JV2201-000167       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,20000.00,DR,000116,NULL,NULL,NULL
JV2201-000167       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1606,20000.00,CR,000121,NULL,NULL,NULL
JV2201-000168       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1606,20000.00,DR,000121,NULL,NULL,NULL
JV2201-000168       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1606,20000.00,CR,000121,NULL,NULL,NULL
JV2201-000169       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1605,23221.00,DR,000120,NULL,NULL,NULL
JV2201-000169       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1606,23221.00,CR,000121,NULL,NULL,NULL
JV2201-000170       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1605,13500.00,DR,000120,NULL,NULL,NULL
JV2201-000170       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1606,13500.00,CR,000121,NULL,NULL,NULL
JV2201-000175       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1605,4500.00,DR,000120,NULL,NULL,NULL
JV2201-000175       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1601,96759.00,DR,000116,NULL,NULL,NULL
BB2201-000349       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,382247.00,CR,000019,NULL,NULL,BB2201-000349       
BB2201-000349       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,365247.00,DR,000116,NULL,NULL,BB2201-000349       
BB2201-000349       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1584,12000.00,DR,000099,NULL,NULL,BB2201-000349       
BB2201-000349       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1505,5000.00,DR,000036,NULL,NULL,BB2201-000349       
BB2201-000350       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,352026.00,CR,000019,NULL,NULL,BB2201-000350       
BB2201-000350       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,339526.00,DR,000116,NULL,NULL,BB2201-000350       
BB2201-000350       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1584,7500.00,DR,000099,NULL,NULL,BB2201-000350       
BB2201-000350       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1721,5000.00,DR,000236,NULL,NULL,BB2201-000350       
BB2201-000351       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1488,304922.00,CR,000019,NULL,NULL,BB2201-000351       
BB2201-000351       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1601,281422.00,DR,000116,NULL,NULL,BB2201-000351       
BB2201-000351       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1584,18500.00,DR,000099,NULL,NULL,BB2201-000351       
BB2201-000351       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1721,5000.00,DR,000236,NULL,NULL,BB2201-000351       
BB2201-000367       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,0,1490,360950.00,CR,000021,NULL,NULL,BB2201-000367       
BB2201-000367       ,6,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1620,360950.00,DR,000135,NULL,NULL,BB2201-000367       
JV2201-000175       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1606,101259.00,CR,000121,NULL,NULL,NULL
JV2201-000176       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1606,239949.00,DR,000121,NULL,NULL,NULL
JV2201-000176       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1512,224949.00,CR,000043,NULL,NULL,NULL
JV2201-000176       ,7,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,3,1636,15000.00,CR,000151,NULL,NULL,NULL
CE2201-000019       ,8,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,1,1839,19963.00,DR,000266,NULL,NULL,NULL
CE2201-000019       ,8,NULL,2021-04-12 00:00:00,2021-04-12 00:00:00,2,1477,19963.00,CR,000008,NULL,NULL,NULL
BB2201-000395       ,5,NULL,2021-04-15 00:00:00,2021-04-15 00:00:00,0,1488,3044.00,DR,000019,NULL,NULL,BB2201-000395       
BB2201-000395       ,5,NULL,2021-04-15 00:00:00,2021-04-15 00:00:00,1,1920,3044.00,CR,000345,NULL,NULL,BB2201-000395       
BB2201-000396       ,6,NULL,2021-04-15 00:00:00,2021-04-15 00:00:00,0,1477,7506.00,CR,000008,NULL,NULL,BB2201-000396       
BB2201-000396       ,6,NULL,2021-04-15 00:00:00,2021-04-15 00:00:00,1,1724,5000.00,DR,000239,NULL,NULL,BB2201-000396       
BB2201-000396       ,6,NULL,2021-04-15 00:00:00,2021-04-15 00:00:00,2,1741,1906.00,DR,000256,NULL,NULL,BB2201-000396       
BB2201-000396       ,6,NULL,2021-04-15 00:00:00,2021-04-15 00:00:00,3,1522,600.00,DR,000053,NULL,NULL,BB2201-000396       
BB2201-000397       ,6,NULL,2021-04-15 00:00:00,2021-04-15 00:00:00,0,1477,600.00,CR,000008,NULL,NULL,BB2201-000397       
BB2201-000397       ,6,NULL,2021-04-15 00:00:00,2021-04-15 00:00:00,1,1522,600.00,DR,000053,NULL,NULL,BB2201-000397       
BB2201-000398       ,6,NULL,2021-04-15 00:00:00,2021-04-15 00:00:00,0,1479,2184.00,CR,000010,NULL,NULL,BB2201-000398       
BB2201-000398       ,6,NULL,2021-04-15 00:00:00,2021-04-15 00:00:00,1,1595,2028.00,DR,000110,NULL,NULL,BB2201-000398       
BB2201-000398       ,6,NULL,2021-04-15 00:00:00,2021-04-15 00:00:00,2,1846,156.00,DR,000273,NULL,NULL,BB2201-000398       
CB2201-000090       ,3,NULL,2021-04-15 00:00:00,2021-04-15 00:00:00,0,1473,120.00,DR,000004,NULL,NULL,NULL
CB2201-000093       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1470,120.00,DR,000001,NULL,NULL,NULL
CB2201-000093       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000093       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000093       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
CB2201-000094       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1470,120.00,DR,000001,NULL,NULL,NULL
CB2201-000094       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000094       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000094       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
BB2201-000403       ,5,NULL,2021-04-15 00:00:00,2021-04-15 00:00:00,0,1856,1640.00,DR,000283,NULL,NULL,BB2201-000403       
BB2201-000403       ,5,NULL,2021-04-15 00:00:00,2021-04-15 00:00:00,1,1601,1640.00,CR,000116,NULL,NULL,BB2201-000403       
CB2201-000095       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1470,120.00,DR,000001,NULL,NULL,NULL
CB2201-000095       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000095       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000095       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
CB2201-000096       ,3,NULL,2021-04-15 00:00:00,2021-04-05 00:00:00,0,1470,20000.00,DR,000001,NULL,NULL,NULL
CB2201-000096       ,3,NULL,2021-04-15 00:00:00,2021-04-05 00:00:00,1,1517,20000.00,CR,000048,NULL,NULL,NULL
CB2201-000097       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1470,120.00,DR,000001,NULL,NULL,NULL
CB2201-000097       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000097       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000097       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
CB2201-000098       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,0,1470,120.00,DR,000001,NULL,NULL,NULL
CB2201-000098       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
CB2201-000098       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,2,1698,10.00,CR,000213,NULL,NULL,NULL
CB2201-000098       ,3,NULL,2021-04-05 00:00:00,2021-04-05 00:00:00,3,1737,10.00,CR,000252,NULL,NULL,NULL
CB2201-000099       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,0,1470,120.00,DR,000001,NULL,NULL,NULL
CB2201-000099       ,3,NULL,2021-04-06 00:00:00,2021-04-06 00:00:00,1,1533,100.00,CR,000064,NULL,NULL,NULL
